pizza_id,order_id,quantity,order_date,total_price
49,17,2,01/01/2015 00:00,32
50,17,1,01/01/2015 00:00,20.25
51,17,1,01/01/2015 00:00,12.5
52,17,1,01/01/2015 00:00,20.25
53,18,1,01/01/2015 00:00,20.5
54,19,1,01/01/2015 00:00,20.5
55,19,1,01/01/2015 00:00,20.25
56,20,1,01/01/2015 00:00,12
57,20,1,01/01/2015 00:00,18.5
58,21,1,01/01/2015 00:00,20.5
59,22,1,01/01/2015 00:00,18.5
60,22,1,01/01/2015 00:00,16
61,22,1,01/01/2015 00:00,20.75
62,23,1,01/01/2015 00:00,12.75
63,24,1,01/01/2015 00:00,16.75
64,24,1,01/01/2015 00:00,16
65,24,1,01/01/2015 00:00,12.5
66,24,1,01/01/2015 00:00,12.5
67,25,1,01/01/2015 00:00,16.25
68,25,1,01/01/2015 00:00,20.75
69,26,1,01/01/2015 00:00,12
70,26,1,01/01/2015 00:00,20.25
71,27,1,01/01/2015 00:00,20.75
72,27,1,01/01/2015 00:00,16
73,27,1,01/01/2015 00:00,20.25
74,28,1,01/01/2015 00:00,12.75
75,29,1,01/01/2015 00:00,12
76,30,1,01/01/2015 00:00,20.75
77,31,1,01/01/2015 00:00,16
78,31,1,01/01/2015 00:00,9.75
79,32,1,01/01/2015 00:00,12
80,32,1,01/01/2015 00:00,20.25
81,32,1,01/01/2015 00:00,20.5
82,32,1,01/01/2015 00:00,16.5
83,33,1,01/01/2015 00:00,20.75
84,33,1,01/01/2015 00:00,12
85,34,1,01/01/2015 00:00,12
86,35,1,01/01/2015 00:00,16
87,35,1,01/01/2015 00:00,17.5
88,35,1,01/01/2015 00:00,12.5
89,35,1,01/01/2015 00:00,20.75
90,36,1,01/01/2015 00:00,16.75
91,36,1,01/01/2015 00:00,16
92,37,1,01/01/2015 00:00,20.75
93,37,1,01/01/2015 00:00,20.25
94,38,1,01/01/2015 00:00,10.5
95,38,1,01/01/2015 00:00,20.5
96,39,1,01/01/2015 00:00,20.75
97,40,1,01/01/2015 00:00,17.95
98,40,1,01/01/2015 00:00,12.75
99,41,1,01/01/2015 00:00,14.75
100,41,1,01/01/2015 00:00,12
101,42,1,01/01/2015 00:00,12
102,42,1,01/01/2015 00:00,18.5
103,42,1,01/01/2015 00:00,20.25
104,42,1,01/01/2015 00:00,16.5
105,43,1,01/01/2015 00:00,16.75
106,43,1,01/01/2015 00:00,16.5
107,43,1,01/01/2015 00:00,20.75
108,44,1,01/01/2015 00:00,12.5
109,45,1,01/01/2015 00:00,17.95
110,45,1,01/01/2015 00:00,10.5
111,45,1,01/01/2015 00:00,16.75
112,46,1,01/01/2015 00:00,20.75
113,46,1,01/01/2015 00:00,20.5
114,46,1,01/01/2015 00:00,16.75
115,47,1,01/01/2015 00:00,20.75
116,47,1,01/01/2015 00:00,12
117,48,1,01/01/2015 00:00,16.75
118,48,1,01/01/2015 00:00,12
119,48,1,01/01/2015 00:00,20.75
120,48,1,01/01/2015 00:00,20.75
121,49,1,01/01/2015 00:00,20.25
122,50,1,01/01/2015 00:00,25.5
123,51,1,01/01/2015 00:00,20.75
124,51,1,01/01/2015 00:00,17.5
125,52,1,01/01/2015 00:00,16.5
126,52,1,01/01/2015 00:00,20.25
127,52,1,01/01/2015 00:00,20.75
128,53,1,01/01/2015 00:00,11
129,53,1,01/01/2015 00:00,16.5
130,54,1,01/01/2015 00:00,16.5
131,54,1,01/01/2015 00:00,20.75
132,55,1,01/01/2015 00:00,12.5
133,55,1,01/01/2015 00:00,20.75
134,56,1,01/01/2015 00:00,16
135,56,1,01/01/2015 00:00,20.25
136,56,1,01/01/2015 00:00,16.75
137,57,1,01/01/2015 00:00,16
138,58,1,01/01/2015 00:00,18.5
139,58,1,01/01/2015 00:00,12.5
140,59,1,01/01/2015 00:00,12.75
141,59,1,01/01/2015 00:00,11
142,59,1,01/01/2015 00:00,15.25
143,60,1,01/01/2015 00:00,20.75
144,60,1,01/01/2015 00:00,14.75
145,61,1,01/01/2015 00:00,16.75
146,61,1,01/01/2015 00:00,20.75
147,62,1,01/01/2015 00:00,16.75
148,62,1,01/01/2015 00:00,16.5
149,63,1,01/01/2015 00:00,14.5
150,64,1,01/01/2015 00:00,12
151,65,1,01/01/2015 00:00,11
152,65,1,01/01/2015 00:00,12.25
153,65,1,01/01/2015 00:00,12.5
154,65,1,01/01/2015 00:00,16.5
155,66,1,01/01/2015 00:00,16
156,66,1,01/01/2015 00:00,16
157,67,1,01/01/2015 00:00,20.75
158,68,1,01/01/2015 00:00,16
159,68,1,01/01/2015 00:00,20.75
160,68,1,01/01/2015 00:00,16.5
161,69,1,01/01/2015 00:00,20.75
162,70,1,02/01/2015 00:00,12.75
163,70,1,02/01/2015 00:00,20.75
164,71,1,02/01/2015 00:00,20.75
165,72,1,02/01/2015 00:00,20.25
166,73,1,02/01/2015 00:00,12.75
167,74,1,02/01/2015 00:00,18.5
168,74,1,02/01/2015 00:00,20.25
169,74,1,02/01/2015 00:00,12.5
170,74,1,02/01/2015 00:00,20.75
171,75,1,02/01/2015 00:00,12.5
172,75,1,02/01/2015 00:00,20.25
173,75,1,02/01/2015 00:00,20.5
174,76,1,02/01/2015 00:00,12
175,76,1,02/01/2015 00:00,16.5
176,76,1,02/01/2015 00:00,21
177,76,1,02/01/2015 00:00,20.75
178,77,1,02/01/2015 00:00,16.75
179,77,1,02/01/2015 00:00,13.25
180,78,1,02/01/2015 00:00,12
181,78,1,02/01/2015 00:00,12
182,78,1,02/01/2015 00:00,17.95
183,78,1,02/01/2015 00:00,16
184,78,3,02/01/2015 00:00,62.25
185,78,1,02/01/2015 00:00,12.75
186,79,1,02/01/2015 00:00,20.5
187,79,1,02/01/2015 00:00,11
188,79,1,02/01/2015 00:00,20.75
189,80,1,02/01/2015 00:00,9.75
190,80,1,02/01/2015 00:00,16.75
191,81,1,02/01/2015 00:00,20.75
192,82,1,02/01/2015 00:00,12
193,82,1,02/01/2015 00:00,16.75
194,82,1,02/01/2015 00:00,20.75
195,82,1,02/01/2015 00:00,16
196,83,1,02/01/2015 00:00,12.75
197,84,1,02/01/2015 00:00,15.25
198,85,1,02/01/2015 00:00,16
199,85,1,02/01/2015 00:00,12
200,85,1,02/01/2015 00:00,20.75
201,85,1,02/01/2015 00:00,16
202,86,1,02/01/2015 00:00,16.5
203,87,1,02/01/2015 00:00,16
204,87,1,02/01/2015 00:00,16
205,87,1,02/01/2015 00:00,20.75
206,87,1,02/01/2015 00:00,12.5
207,88,1,02/01/2015 00:00,18.5
208,89,1,02/01/2015 00:00,20.75
209,89,1,02/01/2015 00:00,20.75
210,90,1,02/01/2015 00:00,20.25
211,90,1,02/01/2015 00:00,12.75
212,91,2,02/01/2015 00:00,41.5
213,91,1,02/01/2015 00:00,12.75
214,91,1,02/01/2015 00:00,9.75
215,92,1,02/01/2015 00:00,16.75
216,92,1,02/01/2015 00:00,20.75
217,92,1,02/01/2015 00:00,16.5
218,92,1,02/01/2015 00:00,12.75
219,92,1,02/01/2015 00:00,12.5
220,92,1,02/01/2015 00:00,16.5
221,92,1,02/01/2015 00:00,12
222,92,1,02/01/2015 00:00,12.5
223,92,2,02/01/2015 00:00,32
224,93,1,02/01/2015 00:00,16.25
225,94,1,02/01/2015 00:00,16
226,94,1,02/01/2015 00:00,12.75
227,95,1,02/01/2015 00:00,12
228,95,1,02/01/2015 00:00,20.75
229,96,1,02/01/2015 00:00,12
230,97,1,02/01/2015 00:00,12
231,98,1,02/01/2015 00:00,20.5
232,98,1,02/01/2015 00:00,20.5
233,99,1,02/01/2015 00:00,20.75
234,100,1,02/01/2015 00:00,16.5
235,101,1,02/01/2015 00:00,20.75
236,101,1,02/01/2015 00:00,15.25
237,101,1,02/01/2015 00:00,20.75
238,101,1,02/01/2015 00:00,16.5
239,102,1,02/01/2015 00:00,12.75
240,102,1,02/01/2015 00:00,12.5
241,103,1,02/01/2015 00:00,12.5
242,104,1,02/01/2015 00:00,16.75
243,104,1,02/01/2015 00:00,16.75
244,104,1,02/01/2015 00:00,16.75
245,104,1,02/01/2015 00:00,20.25
246,105,2,02/01/2015 00:00,21
247,105,1,02/01/2015 00:00,15.25
248,105,1,02/01/2015 00:00,16.5
249,106,1,02/01/2015 00:00,20.25
250,106,1,02/01/2015 00:00,20.75
251,107,1,02/01/2015 00:00,20.75
252,107,1,02/01/2015 00:00,16.5
253,107,1,02/01/2015 00:00,20.75
254,107,1,02/01/2015 00:00,20.25
255,108,1,02/01/2015 00:00,20.5
256,108,1,02/01/2015 00:00,16.5
257,108,1,02/01/2015 00:00,20.75
258,109,1,02/01/2015 00:00,20.5
259,109,1,02/01/2015 00:00,20.75
260,109,1,02/01/2015 00:00,12.5
261,109,1,02/01/2015 00:00,20.75
262,110,1,02/01/2015 00:00,12
263,110,1,02/01/2015 00:00,20.5
264,110,1,02/01/2015 00:00,20.75
265,110,1,02/01/2015 00:00,12.5
266,111,1,02/01/2015 00:00,16.75
267,111,1,02/01/2015 00:00,18.5
268,111,1,02/01/2015 00:00,12.5
269,111,1,02/01/2015 00:00,20.75
270,112,1,02/01/2015 00:00,9.75
271,113,1,02/01/2015 00:00,20.75
272,113,1,02/01/2015 00:00,20.25
273,113,1,02/01/2015 00:00,16.75
274,114,1,02/01/2015 00:00,15.25
275,114,1,02/01/2015 00:00,12.25
276,115,1,02/01/2015 00:00,12
277,115,1,02/01/2015 00:00,20.5
278,115,1,02/01/2015 00:00,16.75
279,116,1,02/01/2015 00:00,18.5
280,117,1,02/01/2015 00:00,16.5
281,117,1,02/01/2015 00:00,20.25
282,118,1,02/01/2015 00:00,20.75
283,118,1,02/01/2015 00:00,12
284,119,1,02/01/2015 00:00,14.75
285,120,1,02/01/2015 00:00,12
286,120,1,02/01/2015 00:00,10.5
287,120,1,02/01/2015 00:00,20.25
288,121,1,02/01/2015 00:00,16.75
289,121,1,02/01/2015 00:00,17.95
290,121,1,02/01/2015 00:00,20.25
291,121,1,02/01/2015 00:00,20.75
292,122,1,02/01/2015 00:00,16.5
293,123,1,02/01/2015 00:00,12
294,124,1,02/01/2015 00:00,12.75
295,124,1,02/01/2015 00:00,20.25
296,124,1,02/01/2015 00:00,20.75
297,124,1,02/01/2015 00:00,12
298,125,1,02/01/2015 00:00,25.5
299,126,1,02/01/2015 00:00,20.25
300,127,1,02/01/2015 00:00,12.5
301,128,1,02/01/2015 00:00,12.5
302,129,1,02/01/2015 00:00,12
303,129,1,02/01/2015 00:00,16
304,130,1,02/01/2015 00:00,10.5
305,130,1,02/01/2015 00:00,20.5
306,130,1,02/01/2015 00:00,16
307,130,1,02/01/2015 00:00,12.75
308,131,1,02/01/2015 00:00,20.75
309,131,1,02/01/2015 00:00,18.5
310,131,1,02/01/2015 00:00,12
311,131,1,02/01/2015 00:00,12.5
312,132,1,02/01/2015 00:00,9.75
313,133,1,02/01/2015 00:00,20.75
314,133,1,02/01/2015 00:00,16.5
315,133,1,02/01/2015 00:00,12
316,134,1,02/01/2015 00:00,12
317,134,1,02/01/2015 00:00,20.75
318,134,1,02/01/2015 00:00,12.5
319,135,1,02/01/2015 00:00,20.25
320,136,1,02/01/2015 00:00,18.5
321,136,1,02/01/2015 00:00,12.5
322,137,1,03/01/2015 00:00,20.25
323,137,1,03/01/2015 00:00,9.75
324,137,1,03/01/2015 00:00,16.5
325,138,1,03/01/2015 00:00,16.75
326,138,1,03/01/2015 00:00,17.95
327,138,1,03/01/2015 00:00,21
328,138,1,03/01/2015 00:00,16.25
329,139,1,03/01/2015 00:00,18.5
330,140,1,03/01/2015 00:00,12.5
331,140,1,03/01/2015 00:00,16
332,141,1,03/01/2015 00:00,16
333,142,1,03/01/2015 00:00,16
334,143,1,03/01/2015 00:00,12.75
335,143,1,03/01/2015 00:00,12
336,143,1,03/01/2015 00:00,16.5
337,143,1,03/01/2015 00:00,16
338,143,1,03/01/2015 00:00,15.25
339,143,1,03/01/2015 00:00,12.5
340,143,1,03/01/2015 00:00,20.75
341,143,1,03/01/2015 00:00,16
342,144,3,03/01/2015 00:00,50.25
343,144,1,03/01/2015 00:00,12
344,144,1,03/01/2015 00:00,20.75
345,144,1,03/01/2015 00:00,16.75
346,144,1,03/01/2015 00:00,18.5
347,144,1,03/01/2015 00:00,17.95
348,144,1,03/01/2015 00:00,11
349,144,1,03/01/2015 00:00,20.75
350,144,1,03/01/2015 00:00,12.75
351,144,1,03/01/2015 00:00,20.75
352,144,1,03/01/2015 00:00,16.75
353,144,1,03/01/2015 00:00,20.25
354,145,1,03/01/2015 00:00,12
355,146,1,03/01/2015 00:00,20.75
356,146,1,03/01/2015 00:00,14.75
357,146,1,03/01/2015 00:00,13.25
358,147,1,03/01/2015 00:00,25.5
359,148,1,03/01/2015 00:00,12
360,149,1,03/01/2015 00:00,16
361,150,1,03/01/2015 00:00,12.5
362,151,1,03/01/2015 00:00,20.75
363,151,1,03/01/2015 00:00,12.5
364,152,1,03/01/2015 00:00,10.5
365,152,1,03/01/2015 00:00,20.25
366,152,1,03/01/2015 00:00,12.75
367,152,1,03/01/2015 00:00,16
368,153,1,03/01/2015 00:00,16
369,154,1,03/01/2015 00:00,12.5
370,155,1,03/01/2015 00:00,12.75
371,155,1,03/01/2015 00:00,20.5
372,155,1,03/01/2015 00:00,15.25
373,155,1,03/01/2015 00:00,20.75
374,156,1,03/01/2015 00:00,16
375,156,1,03/01/2015 00:00,20.75
376,157,1,03/01/2015 00:00,20.75
377,157,1,03/01/2015 00:00,16
378,157,1,03/01/2015 00:00,16.25
379,157,1,03/01/2015 00:00,16.5
380,158,1,03/01/2015 00:00,16.75
381,158,1,03/01/2015 00:00,16.75
382,159,1,03/01/2015 00:00,17.95
383,159,1,03/01/2015 00:00,16.75
384,160,1,03/01/2015 00:00,16
385,161,1,03/01/2015 00:00,10.5
386,161,1,03/01/2015 00:00,16.5
387,161,1,03/01/2015 00:00,25.5
388,162,1,03/01/2015 00:00,12
389,163,1,03/01/2015 00:00,13.25
390,163,1,03/01/2015 00:00,15.25
391,163,1,03/01/2015 00:00,16
392,164,1,03/01/2015 00:00,20.75
393,164,1,03/01/2015 00:00,12.5
394,165,1,03/01/2015 00:00,16.5
395,166,1,03/01/2015 00:00,12.5
396,167,1,03/01/2015 00:00,20.75
397,167,1,03/01/2015 00:00,16.5
398,167,1,03/01/2015 00:00,12.5
399,168,1,03/01/2015 00:00,12
400,168,1,03/01/2015 00:00,16
401,169,1,03/01/2015 00:00,17.95
402,169,1,03/01/2015 00:00,12
403,169,1,03/01/2015 00:00,16.25
404,170,1,03/01/2015 00:00,16.5
405,171,1,03/01/2015 00:00,16
406,172,1,03/01/2015 00:00,12
407,172,1,03/01/2015 00:00,16.5
408,172,1,03/01/2015 00:00,20.75
409,173,1,03/01/2015 00:00,16.75
410,173,1,03/01/2015 00:00,16
411,173,1,03/01/2015 00:00,20.25
412,174,1,03/01/2015 00:00,12
413,174,1,03/01/2015 00:00,20.75
414,174,1,03/01/2015 00:00,16.75
415,174,1,03/01/2015 00:00,16
416,175,1,03/01/2015 00:00,20.75
417,176,1,03/01/2015 00:00,20.75
418,176,1,03/01/2015 00:00,16.5
419,177,1,03/01/2015 00:00,12
420,177,1,03/01/2015 00:00,20.75
421,178,1,03/01/2015 00:00,20.75
422,179,1,03/01/2015 00:00,16.5
423,179,1,03/01/2015 00:00,16.25
424,179,1,03/01/2015 00:00,12
425,180,1,03/01/2015 00:00,20.5
426,180,1,03/01/2015 00:00,20.75
427,181,1,03/01/2015 00:00,20.25
428,182,1,03/01/2015 00:00,23.65
429,182,1,03/01/2015 00:00,20.75
430,183,1,03/01/2015 00:00,16
431,183,1,03/01/2015 00:00,20.75
432,183,1,03/01/2015 00:00,12.5
433,184,1,03/01/2015 00:00,16.5
434,185,1,03/01/2015 00:00,16.25
435,185,1,03/01/2015 00:00,12.5
436,186,1,03/01/2015 00:00,20.25
437,186,1,03/01/2015 00:00,20.75
438,186,1,03/01/2015 00:00,20.75
439,186,1,03/01/2015 00:00,20.75
440,187,1,03/01/2015 00:00,18.5
441,187,1,03/01/2015 00:00,20.75
442,188,1,03/01/2015 00:00,18.5
443,188,1,03/01/2015 00:00,9.75
444,188,1,03/01/2015 00:00,20.75
445,189,2,03/01/2015 00:00,24
446,189,1,03/01/2015 00:00,12.75
447,190,1,03/01/2015 00:00,20.75
448,190,1,03/01/2015 00:00,14.75
449,190,1,03/01/2015 00:00,11
450,190,1,03/01/2015 00:00,20.75
451,191,1,03/01/2015 00:00,20.75
452,191,1,03/01/2015 00:00,16.75
453,192,1,03/01/2015 00:00,12.25
454,192,1,03/01/2015 00:00,20.75
455,193,1,03/01/2015 00:00,12
456,193,1,03/01/2015 00:00,16.75
457,193,2,03/01/2015 00:00,41.5
458,194,1,03/01/2015 00:00,12.75
459,195,1,03/01/2015 00:00,20.75
460,196,1,03/01/2015 00:00,12.25
461,196,1,03/01/2015 00:00,16.5
462,196,1,03/01/2015 00:00,16
463,197,1,03/01/2015 00:00,17.95
464,197,1,03/01/2015 00:00,20.5
465,197,1,03/01/2015 00:00,21
466,197,1,03/01/2015 00:00,20.75
467,198,1,03/01/2015 00:00,12
468,198,1,03/01/2015 00:00,20.75
469,199,1,03/01/2015 00:00,16.75
470,200,1,03/01/2015 00:00,25.5
471,201,1,03/01/2015 00:00,16.25
472,201,1,03/01/2015 00:00,20.75
473,201,1,03/01/2015 00:00,20.75
474,201,1,03/01/2015 00:00,25.5
475,202,1,03/01/2015 00:00,12.75
476,203,1,04/01/2015 00:00,20.75
477,203,1,04/01/2015 00:00,16.75
478,203,1,04/01/2015 00:00,17.5
479,203,1,04/01/2015 00:00,12
480,204,1,04/01/2015 00:00,20.75
481,205,1,04/01/2015 00:00,12.75
482,205,1,04/01/2015 00:00,16.75
483,205,1,04/01/2015 00:00,12.5
484,206,1,04/01/2015 00:00,16
485,206,1,04/01/2015 00:00,9.75
486,206,1,04/01/2015 00:00,20.75
487,207,1,04/01/2015 00:00,20.75
488,208,1,04/01/2015 00:00,20.75
489,208,1,04/01/2015 00:00,12.75
490,208,1,04/01/2015 00:00,16.75
491,208,1,04/01/2015 00:00,12.5
492,208,1,04/01/2015 00:00,16
493,209,1,04/01/2015 00:00,20.75
494,210,1,04/01/2015 00:00,12
495,211,1,04/01/2015 00:00,9.75
496,212,1,04/01/2015 00:00,20.5
497,213,1,04/01/2015 00:00,17.95
498,214,1,04/01/2015 00:00,20.5
499,214,1,04/01/2015 00:00,16.5
500,214,1,04/01/2015 00:00,12
501,214,1,04/01/2015 00:00,16.5
502,215,1,04/01/2015 00:00,12
503,216,1,04/01/2015 00:00,16.75
504,216,1,04/01/2015 00:00,18.5
505,216,1,04/01/2015 00:00,16.5
506,217,1,04/01/2015 00:00,16
507,217,1,04/01/2015 00:00,12
508,218,1,04/01/2015 00:00,16.5
509,219,1,04/01/2015 00:00,20.75
510,219,1,04/01/2015 00:00,18.5
511,219,1,04/01/2015 00:00,16.5
512,219,1,04/01/2015 00:00,16
513,220,1,04/01/2015 00:00,10.5
514,220,1,04/01/2015 00:00,12
515,220,1,04/01/2015 00:00,20.5
516,220,1,04/01/2015 00:00,20.75
517,221,1,04/01/2015 00:00,18.5
518,221,1,04/01/2015 00:00,16.5
519,221,1,04/01/2015 00:00,12
520,222,1,04/01/2015 00:00,17.95
521,222,1,04/01/2015 00:00,12.25
522,223,1,04/01/2015 00:00,11
523,224,1,04/01/2015 00:00,12.75
524,224,1,04/01/2015 00:00,16.5
525,224,1,04/01/2015 00:00,16
526,224,1,04/01/2015 00:00,20.75
527,225,1,04/01/2015 00:00,20.75
528,225,1,04/01/2015 00:00,16.75
529,225,1,04/01/2015 00:00,12.75
530,226,1,04/01/2015 00:00,20.5
531,227,1,04/01/2015 00:00,16.75
532,227,1,04/01/2015 00:00,16
533,228,1,04/01/2015 00:00,12.75
534,229,1,04/01/2015 00:00,21
535,229,1,04/01/2015 00:00,20.75
536,229,1,04/01/2015 00:00,12.5
537,230,1,04/01/2015 00:00,16.75
538,231,1,04/01/2015 00:00,20.75
539,231,1,04/01/2015 00:00,12
540,231,1,04/01/2015 00:00,12.5
541,232,1,04/01/2015 00:00,16.75
542,232,1,04/01/2015 00:00,20.75
543,233,1,04/01/2015 00:00,12
544,234,1,04/01/2015 00:00,16.75
545,234,1,04/01/2015 00:00,12.5
546,234,1,04/01/2015 00:00,16
547,235,1,04/01/2015 00:00,16.75
548,236,1,04/01/2015 00:00,20.5
549,236,1,04/01/2015 00:00,16
550,237,1,04/01/2015 00:00,12
551,238,1,04/01/2015 00:00,20.75
552,239,1,04/01/2015 00:00,20.75
553,239,1,04/01/2015 00:00,16.75
554,240,1,04/01/2015 00:00,14.75
555,241,1,04/01/2015 00:00,16.25
556,241,1,04/01/2015 00:00,20.75
557,242,1,04/01/2015 00:00,16.25
558,242,1,04/01/2015 00:00,20.75
559,242,1,04/01/2015 00:00,16
560,243,1,04/01/2015 00:00,20.5
561,243,1,04/01/2015 00:00,12.5
562,244,1,04/01/2015 00:00,12.5
563,244,1,04/01/2015 00:00,20.75
564,245,1,04/01/2015 00:00,20.75
565,245,1,04/01/2015 00:00,20.75
566,246,1,04/01/2015 00:00,16.75
567,246,1,04/01/2015 00:00,15.25
568,247,1,04/01/2015 00:00,13.25
569,247,1,04/01/2015 00:00,16.25
570,247,1,04/01/2015 00:00,12.5
571,248,1,04/01/2015 00:00,10.5
572,248,1,04/01/2015 00:00,20.75
573,249,1,04/01/2015 00:00,20.75
574,249,1,04/01/2015 00:00,12.25
575,250,1,04/01/2015 00:00,14.75
576,251,1,04/01/2015 00:00,16
577,252,1,04/01/2015 00:00,16.5
578,253,1,04/01/2015 00:00,23.65
579,254,1,04/01/2015 00:00,20.75
580,254,1,04/01/2015 00:00,23.65
581,254,1,04/01/2015 00:00,18.5
582,255,1,05/01/2015 00:00,18.5
583,255,1,05/01/2015 00:00,16
584,255,1,05/01/2015 00:00,16.5
585,255,1,05/01/2015 00:00,16
586,256,1,05/01/2015 00:00,17.5
587,257,1,05/01/2015 00:00,20.75
588,257,1,05/01/2015 00:00,20.75
589,258,1,05/01/2015 00:00,16
590,259,1,05/01/2015 00:00,15.25
591,260,1,05/01/2015 00:00,18.5
592,260,1,05/01/2015 00:00,20.5
593,261,1,05/01/2015 00:00,23.65
594,262,1,05/01/2015 00:00,16.75
595,263,1,05/01/2015 00:00,20.75
596,264,1,05/01/2015 00:00,16
597,265,1,05/01/2015 00:00,16.75
598,265,1,05/01/2015 00:00,20.25
599,265,1,05/01/2015 00:00,16.25
600,265,1,05/01/2015 00:00,20.75
601,266,1,05/01/2015 00:00,16.5
602,267,1,05/01/2015 00:00,17.95
603,267,1,05/01/2015 00:00,20.25
604,267,1,05/01/2015 00:00,12
605,268,1,05/01/2015 00:00,20.75
606,268,1,05/01/2015 00:00,9.75
607,269,1,05/01/2015 00:00,16.75
608,270,1,05/01/2015 00:00,20.75
609,270,1,05/01/2015 00:00,20.75
610,270,1,05/01/2015 00:00,20.75
611,271,1,05/01/2015 00:00,12
612,271,2,05/01/2015 00:00,33.5
613,271,2,05/01/2015 00:00,33.5
614,271,2,05/01/2015 00:00,41.5
615,271,1,05/01/2015 00:00,16
616,271,1,05/01/2015 00:00,16.5
617,271,1,05/01/2015 00:00,12.25
618,271,1,05/01/2015 00:00,16.5
619,271,1,05/01/2015 00:00,16.75
620,271,1,05/01/2015 00:00,12
621,272,1,05/01/2015 00:00,16.5
622,273,1,05/01/2015 00:00,12.5
623,274,1,05/01/2015 00:00,17.95
624,274,1,05/01/2015 00:00,20.75
625,275,1,05/01/2015 00:00,20.5
626,275,1,05/01/2015 00:00,18.5
627,275,1,05/01/2015 00:00,9.75
628,275,1,05/01/2015 00:00,16.25
629,276,1,05/01/2015 00:00,18.5
630,276,1,05/01/2015 00:00,20.75
631,277,1,05/01/2015 00:00,14.75
632,278,1,05/01/2015 00:00,16.75
633,278,1,05/01/2015 00:00,20.75
634,279,1,05/01/2015 00:00,16.75
635,279,1,05/01/2015 00:00,16.75
636,280,1,05/01/2015 00:00,16.5
637,280,1,05/01/2015 00:00,16
638,281,1,05/01/2015 00:00,12.25
639,282,1,05/01/2015 00:00,12
640,282,1,05/01/2015 00:00,18.5
641,282,1,05/01/2015 00:00,20.75
642,282,1,05/01/2015 00:00,20.75
643,283,1,05/01/2015 00:00,16
644,284,1,05/01/2015 00:00,14.75
645,284,1,05/01/2015 00:00,10.5
646,284,1,05/01/2015 00:00,16
647,285,1,05/01/2015 00:00,20.75
648,286,1,05/01/2015 00:00,16.5
649,286,1,05/01/2015 00:00,20.75
650,287,1,05/01/2015 00:00,16.5
651,287,1,05/01/2015 00:00,14.5
652,287,1,05/01/2015 00:00,12.5
653,287,1,05/01/2015 00:00,12.25
654,288,1,05/01/2015 00:00,23.65
655,288,1,05/01/2015 00:00,20.75
656,288,1,05/01/2015 00:00,20.75
657,289,1,05/01/2015 00:00,18.5
658,290,1,05/01/2015 00:00,12
659,290,1,05/01/2015 00:00,16
660,291,1,05/01/2015 00:00,20.75
661,291,2,05/01/2015 00:00,33.5
662,291,1,05/01/2015 00:00,14.75
663,292,1,05/01/2015 00:00,16.5
664,292,1,05/01/2015 00:00,20.25
665,293,1,05/01/2015 00:00,12
666,293,1,05/01/2015 00:00,12.75
667,294,1,05/01/2015 00:00,16.75
668,294,1,05/01/2015 00:00,20.75
669,294,1,05/01/2015 00:00,20.75
670,295,1,05/01/2015 00:00,16.75
671,296,1,05/01/2015 00:00,12
672,296,1,05/01/2015 00:00,12
673,296,1,05/01/2015 00:00,16.75
674,297,1,05/01/2015 00:00,16.75
675,298,1,05/01/2015 00:00,16.75
676,298,1,05/01/2015 00:00,12.75
677,298,1,05/01/2015 00:00,16.75
678,298,1,05/01/2015 00:00,12
